8s+	7s+	0.0018620	0
9s+	7s+	0.0011540	0
6d-	7s+	0.0021380	0
7d-	7s+	0.0006353	0
9s+	8s+	0.0004874	0
6d-	8s+	0.0010360	0
7d-	8s+	0.0003202	0
6d-	9s+	0.0006802	0
7d-	9s+	0.0002143	0
8p-	7p-	-0.0000184	0
9p-	7p-	-0.0000122	0
7p+	7p-	-1.1339340	0
8p+	7p-	-0.1093789	0
9p+	7p-	-0.0568006	0
9p-	8p-	-0.0000094	0
7p+	8p-	0.1353014	0
8p+	8p-	-1.1322280	0
9p+	8p-	-0.1109905	0
7p+	9p-	0.0634900	0
8p+	9p-	0.1390808	0
9p+	9p-	-1.1315860	0
8p+	7p+	0.0001608	0
9p+	7p+	0.0001078	0
9p+	8p+	0.0000568	0
7d-	6d-	-0.0009379	0
6d+	6d-	-1.5510230	0
7d+	6d-	-0.0418762	0
6d+	7d-	0.0413072	0
7d+	7d-	-1.5474700	0
7d+	6d+	0.0006279	0
