8s+	7s+	0.001862465	0
9s+	7s+	0.001154291	0
6d-	7s+	0.002137676	0
7d-	7s+	0.000635268	0
9s+	8s+	0.000487376	0
6d-	8s+	0.001036265	0
7d-	8s+	0.000320151	0
6d-	9s+	0.000680214	0
7d-	9s+	0.000214252	0
8p-	7p-	-1.8356E-05	0
9p-	7p-	-1.2192E-05	0
7p+	7p-	-1.133786	0
8p+	7p-	-0.1146019	0
9p+	7p-	-0.06067276	0
9p-	8p-	-9.39541E-06	0
7p+	8p-	0.1272407	0
8p+	8p-	-1.132713	0
9p+	8p-	-0.1120407	0
7p+	9p-	0.05866317	0
8p+	9p-	0.1327011	0
9p+	9p-	-1.13249	0
8p+	7p+	0.000160761	0
9p+	7p+	0.00010784	0
9p+	8p+	5.68224E-05	0
7d-	6d-	-0.000937891	0
6d+	6d-	-1.551136	0
7d+	6d-	-0.05482325	0
6d+	7d-	0.02445216	0
7d+	7d-	-1.547583	0
7d+	6d+	0.000627875	0
