7p-	7s+	-3.23E+00	0
8p-	7s+	7.74E-02	0
9p-	7s+	1.01E-01	0
7p+	7s+	4.49E+00	0
8p+	7s+	3.56E-01	0
9p+	7s+	1.11E-01	0
7p-	8s+	2.54E+00	0
8p-	8s+	-6.97E+00	0
9p-	8s+	-1.54E-01	0
7p+	8s+	-4.66E+00	0
8p+	8s+	9.33E+00	0
9p+	8s+	1.02E+00	0
7p-	9s+	7.11E-01	0
8p-	9s+	5.04E+00	0
9p-	9s+	-1.15E+01	0
7p+	9s+	-1.04E+00	0
8p+	9s+	-9.05E+00	0
9p+	9s+	1.52E+01	0
7p-	6d-	3.54E+00	0
8p-	6d-	2.16E-02	0
9p-	6d-	2.50E-03	0
7p+	6d-	1.50E+00	0
8p+	6d-	1.32E-01	0
9p+	6d-	6.27E-02	0
7p-	7d-	-4.36E+00	0
8p-	7d-	9.55E+00	0
9p-	7d-	-4.61E-01	0
7p+	7d-	-2.41E+00	0
8p+	7d-	4.03E+00	0
9p+	7d-	1.28E-01	0
7p+	6d+	4.81E+00	0
8p+	6d+	3.57E-01	0
9p+	6d+	1.76E-01	0
7p+	7d+	-7.00E+00	0
8p+	7d+	1.25E+01	0
9p+	7d+	1.66E-01	0
