6p-	6s+	-3.318874	0
7p-	6s+	0.082679	0
8p-	6s+	0.100061	0
6p+	6s+	4.685647	0
7p+	6s+	0.056850	0
8p+	6s+	-0.051541	0
6p-	7s+	2.467999	0
7p-	7s+	-7.010852	0
8p-	7s+	-0.120506	0
6p+	7s+	-3.847214	0
7p+	7s+	9.777560	0
8p+	7s+	0.472642	0
6p-	8s+	0.701210	0
7p-	8s+	4.936636	0
8p-	8s+	-11.556757	0
6p+	8s+	-1.022169	0
7p+	8s+	-7.620761	0
8p+	8s+	16.033852	0
6p-	5d-	3.001911	0
7p-	5d-	0.284736	0
8p-	5d-	0.137682	0
6p+	5d-	1.311558	0
7p+	5d-	0.157522	0
8p+	5d-	0.078027	0
6p-	6d-	-4.877834	0
7p-	6d-	8.621534	0
8p-	6d-	0.127077	0
6p+	6d-	-2.328197	0
7p+	6d-	3.764758	0
8p+	6d-	0.149801	0
6p+	5d+	4.040269	0
7p+	5d+	0.460159	0
8p+	5d+	0.228882	0
6p+	6d+	-6.909528	0
7p+	6d+	11.456480	0
8p+	6d+	0.377504	0
