7s+	6s+	0.0001057975	0
8s+	6s+	0.0000622152	0
5d-	6s+	0.0001945985	0
6d-	6s+	0.0000407149	0
8s+	7s+	0.0000188908	0
5d-	7s+	0.0001016120	0
6d-	7s+	0.0000184132	0
5d-	8s+	0.0000679190	0
6d-	8s+	0.0000145177	0
7p-	6p-	-0.0000247872	0
8p-	6p-	-0.0000171916	0
6p+	6p-	-1.1523570000	0
7p+	6p-	-0.0425321600	0
8p+	6p-	-0.0219407900	0
8p-	7p-	-0.0000122447	0
6p+	7p-	0.0392377000	0
7p+	7p-	-1.1522020000	0
8p+	7p-	-0.0414559100	0
6p+	8p-	0.0185810700	0
7p+	8p-	0.0416932100	0
8p+	8p-	-1.1521620000	0
7p+	6p+	-0.0000552573	0
8p+	6p+	-0.0000387185	0
8p+	7p+	-0.0000316313	0
6d-	5d-	-0.0001816080	0
5d+	5d-	-1.5494850000	0
6d+	5d-	-0.0237292800	0
5d+	6d-	0.0084164500	0
6d+	6d-	-1.5489435000	0
6d+	5d+	-0.0001889095	0
