5d-	6s+	-12.552350	0
6d-	6s+	16.737230	0
5d+	6s+	15.708740	0
6d+	6s+	-20.191700	0
5d-	7s+	4.662523	0
6d-	7s+	-70.669770	0
5d+	7s+	-6.068686	0
6d+	7s+	87.348920	0
5d-	8s+	1.468715	0
6d-	8s+	35.547200	0
5d+	8s+	-1.878942	0
6d+	8s+	-45.099980	0
6p+	6p-	28.247230	0
7p+	6p-	-15.547420	0
8p+	6p-	-5.241001	0
6p+	7p-	-19.239690	0
7p+	7p-	106.826480	0
8p+	7p-	-52.690790	0
6p+	8p-	-5.764931	0
7p+	8p-	-64.308190	0
8p+	8p-	282.461250	0
7p+	6p+	-17.811540	0
8p+	6p+	-5.662919	0
8p+	7p+	-59.507170	0
6d-	5d-	-8.229247	0
5d+	5d-	6.667335	0
6d+	5d-	-5.267728	0
5d+	6d-	-5.631334	0
6d+	6d-	44.883230	0
6d+	5d+	-11.028830	0
