6s+	0.5	0
5d-	1.5	4873.852
5d+	2.5	5674.807
6p-	0.5	20261.561
6p+	1.5	21952.404
7s+	0.5	42355.175
6d-	1.5	45949.472
6d+	2.5	46154.847
4f-	2.5	48258.617
4f+	3.5	48483.332
7p-	0.5	49389.822
7p+	1.5	50011.34
5f-	2.5	57390.922
5f+	3.5	57631.739
8s+	0.5	58025.211
7d-	1.5	59800.254
7d+	2.5	59894.928
8p-	0.5	61339.5
8p+	1.5	61642
