6p-	6s+	-3.321646	0
7p-	6s+	0.094510	0
8p-	6s+	0.108672	0
6p+	6s+	4.689500	0
7p+	6s+	0.041574	0
8p+	6s+	-0.062914	0
6p-	7s+	2.495425	0
7p-	7s+	-7.014152	0
8p-	7s+	-0.120993	0
6p+	7s+	-3.884524	0
7p+	7s+	9.780285	0
8p+	7s+	0.474793	0
6p-	8s+	0.706553	0
7p-	8s+	4.963117	0
8p-	8s+	-11.554709	0
6p+	8s+	-1.028215	0
7p+	8s+	-7.659683	0
8p+	8s+	16.027366	0
6p-	5d-	3.048543	0
7p-	5d-	0.261350	0
8p-	5d-	0.124048	0
6p+	5d-	1.332149	0
7p+	5d-	0.148003	0
8p+	5d-	0.072215	0
6p-	6d-	-4.897964	0
7p-	6d-	8.646964	0
8p-	6d-	0.120732	0
6p+	6d-	-2.336926	0
7p+	6d-	3.775523	0
8p+	6d-	0.147837	0
6p+	5d+	4.105723	0
7p+	5d+	0.432227	0
8p+	5d+	0.212256	0
6p+	6d+	-6.933499	0
7p+	6d+	11.491385	0
8p+	6d+	0.370618	0
